date,min,max,pm25,q1,q3,stdev,count
2021-01-16,0.9,4.67,1.77,1.52,2.4,0.649,271
2021-01-17,1.3,22.88,3,2.37,4.15,2.262,252
2021-01-18,1.7,10.32,4.19,3.38,5.26,1.548,244
2021-01-19,4.7,17.92,9.1,6.93,11.1,2.815,218
2021-01-20,5.25,27.63,12.82,7.47,17.92,6.063,263
2021-01-21,1,13,3.26,2.02,5.59,2.901,248
2021-01-22,0.4,9.82,1.88,1.7,2.25,1.936,259
2021-01-23,0.56,10.13,2.29,1.48,3.72,1.516,259
2021-01-24,1.3,8.3,3.63,3.03,4.53,1.438,281
2021-01-25,0.6,1.9,1.12,0.9,1.38,0.298,243
2021-01-26,0.47,2.27,1.1,0.8,1.5,0.42,277
2021-01-27,0.83,6.43,1.7,1.29,2.12,0.939,252
2021-01-28,1,8.19,2.5,2.04,3.29,1.967,297
2021-01-29,2,5.17,3.4,2.9,3.83,0.648,287
2021-01-30,1,8.36,1.9,1.6,2.17,0.759,269
2021-01-31,0.7,10.43,1.5,1.2,3.72,2.254,281
2021-02-01,1.1,18.89,3.5,1.87,12.33,5.62,235
2021-02-02,0.5,13.7,2.6,1.8,4.72,3.62,253
2021-02-03,2.1,4.93,3.27,2.97,3.57,0.435,262
2021-02-04,1.1,3.73,1.85,1.63,2.27,0.596,272
2021-02-05,1.27,11.97,3.51,2.9,4.23,1.671,238
